Saint Martin,11,0,0,0,0,11,0,284.0,0.0,Feb 29
Hong Kong,519,0,4,0,111,404,5,69.0,0.5,Jan 22
Uganda,23,0,0,0,0,23,0,0.5,0.0,Mar 20
Ecuador,1627,0,41,0,3,1583,58,92.0,2.0,Feb 28
Bangladesh,48,0,5,0,15,28,1,0.3,0.03,Mar 07
Montenegro,82,0,1,0,0,81,1,131.0,2.0,Mar 16
Netherlands,8603,0,546,0,3,8054,761,502.0,32.0,Feb 26
Martinique,93,0,1,0,0,92,12,248.0,3.0,Mar 04
Jamaica,30,4,1,0,2,27,0,10.0,0.3,Mar 09
Senegal,119,0,0,0,11,108,0,7.0,0.0,Mar 01
Thailand,1245,109,6,1,97,1142,11,18.0,0.09,Jan 12
Oman,152,21,0,0,23,129,0,30.0,0.0,Feb 23
Taiwan,283,16,2,0,30,251,0,12.0,0.08,Jan 20
Fiji,5,0,0,0,0,5,0,6.0,0.0,Mar 18
Latvia,305,25,0,0,1,304,3,162.0,0.0,Mar 01
Bhutan,3,0,0,0,0,3,0,4.0,0.0,Mar 05
Germany,53340,2469,395,44,6658,46287,1581,637.0,5.0,Jan 26
Congo,4,0,0,0,0,4,0,0.7,0.0,Mar 14
Indonesia,1155,109,102,15,59,994,0,4.0,0.4,Mar 01
Sweden,3069,0,105,0,16,2948,214,304.0,10.0,Jan 30
Monaco,42,0,0,0,1,41,0,1070.0,0.0,Feb 27
Vatican City,4,0,0,0,0,4,0,4994.0,0.0,Mar 05
Peru,635,0,11,0,16,608,21,19.0,0.3,Mar 05
French Polynesia,30,0,0,0,0,30,0,107.0,0.0,Mar 10
Tunisia,227,0,7,0,2,218,10,19.0,0.6,Mar 01
Andorra,267,0,3,0,1,263,11,3456.0,39.0,Mar 01
Somalia,3,0,0,0,0,3,0,0.2,0.0,Mar 15
Czechia,2279,0,9,0,11,2259,34,213.0,0.8,Feb 29
Venezuela,113,0,2,0,31,80,2,4.0,0.07,Mar 12
Burkina Faso,180,0,9,0,12,159,0,9.0,0.4,Mar 08
Bahamas,10,0,0,0,1,9,0,25.0,0.0,Mar 14
Guatemala,32,4,1,0,4,27,1,2.0,0.06,Mar 12
CAR,3,0,0,0,0,3,0,0.6,0.0,Mar 14
Guadeloupe,73,0,1,0,0,72,4,182.0,2.0,Mar 12
Anguilla,2,0,0,0,0,2,0,133.0,0.0,Mar 25
Zambia,22,0,0,0,0,22,0,1.0,0.0,Mar 17
Diamond Princess,712,0,10,0,597,105,15,0.0,0.0,Feb 04
Isle of Man,29,0,0,0,0,29,0,341.0,0.0,Mar 18
Turks and Caicos,2,0,0,0,0,2,0,52.0,0.0,Mar 22
Poland,1436,47,16,0,7,1413,3,38.0,0.4,Mar 03
Myanmar,8,0,0,0,0,8,0,0.1,0.0,Mar 22
St. Vincent Grenadines,1,0,0,0,0,1,0,9.0,0.0,Mar 10
Hungary,343,43,11,1,34,298,6,36.0,1.0,Mar 03
Libya,1,0,0,0,0,1,0,0.1,0.0,Mar 23
Portugal,4268,0,76,0,43,4149,71,419.0,7.0,Mar 01
Cameroon,91,0,2,0,2,87,0,3.0,0.08,Mar 05
New Zealand,451,83,0,0,50,401,2,94.0,0.0,Feb 27
Maldives,16,0,0,0,9,7,0,30.0,0.0,Mar 06
Croatia,635,49,4,1,45,586,14,155.0,1.0,Feb 24
Barbados,26,0,0,0,0,26,0,90.0,0.0,Mar 16
Ukraine,311,1,8,3,5,298,0,7.0,0.2,Mar 02
Saint Lucia,3,0,0,0,1,2,0,16.0,0.0,Mar 12
Iceland,890,0,2,0,97,791,18,2608.0,6.0,Feb 27
Russia,1264,228,4,0,49,1211,8,9.0,0.03,Jan 30
Rwanda,54,0,0,0,0,54,0,4.0,0.0,Mar 13
Albania,186,0,8,0,31,147,3,65.0,3.0,Mar 07
Liechtenstein,56,0,0,0,0,56,0,1469.0,0.0,Mar 02
China,81394,54,3295,3,74971,3128,886,57.0,2.0,Jan 10
Bolivia,74,13,0,0,0,74,0,6.0,0.0,Mar 09
Tanzania,13,0,0,0,1,12,0,0.2,0.0,Mar 15
Réunion,145,0,0,0,1,144,0,162.0,0.0,Mar 10
Luxembourg,1605,0,15,0,40,1550,25,2564.0,24.0,Feb 28
British Virgin Islands,2,0,0,0,0,2,0,66.0,0.0,Mar 24
Eswatini,9,0,0,0,0,9,0,8.0,0.0,Mar 13
Grenada,7,0,0,0,0,7,0,62.0,0.0,Mar 21
Lebanon,391,0,8,0,27,356,3,57.0,1.0,Feb 20
Switzerland,13138,210,237,6,1530,11371,203,1518.0,27.0,Feb 24
Guinea,8,0,0,0,0,8,0,0.6,0.0,Mar 12
Brazil,3477,60,93,1,6,3378,296,16.0,0.4,Feb 24
Liberia,3,0,0,0,0,3,0,0.6,0.0,Mar 15
French Guiana,28,0,0,0,6,22,0,94.0,0.0,Mar 06
Malaysia,2320,159,27,1,320,1973,54,72.0,0.8,Jan 24
Sri Lanka,106,0,0,0,9,97,5,5.0,0.0,Jan 26
