Turkey,5698,2069,92,17,42,5564,241,68.0,1.0
Rwanda,50,0,0,0,0,50,0,4.0,0.0
Laos,6,0,0,0,0,6,0,0.8,0.0
Argentina,589,0,13,1,72,504,0,13.0,0.3
Burkina Faso,180,28,9,2,12,159,0,9.0,0.4
Bahamas,9,0,0,0,1,8,0,23.0,0.0
Congo,4,0,0,0,0,4,0,0.7,0.0
Mali,11,7,0,0,0,11,0,0.5,0.0
Bermuda,15,0,0,0,2,13,0,241.0,0.0
Uganda,18,4,0,0,0,18,0,0.4,0.0
Georgia,83,4,0,0,14,69,1,21.0,0.0
Nigeria,65,0,1,0,3,61,0,0.3,0.0
Jamaica,26,0,1,0,2,23,0,9.0,0.3
Seychelles,7,0,0,0,0,7,0,71.0,0.0
Bulgaria,293,29,3,0,9,281,8,42.0,0.4
Channel Islands,80,14,1,0,0,79,0,460.0,6.0
Niger,10,0,1,0,0,9,0,0.4,0.04
Russia,1036,196,3,0,45,988,8,7.0,0.02
Martinique,81,0,1,0,0,80,12,216.0,3.0
Dominican Republic,581,93,20,10,3,558,0,54.0,2.0
Peru,580,0,9,0,14,557,14,18.0,0.3
Mayotte,50,14,0,0,0,50,0,183.0,0.0
Haiti,8,0,0,0,0,8,0,0.7,0.0
Dominica,11,0,0,0,0,11,0,153.0,0.0
Japan,1387,0,47,0,359,981,57,11.0,0.4
Malta,139,5,0,0,2,137,1,315.0,0.0
Gabon,7,0,1,0,0,6,0,3.0,0.4
Guinea,8,4,0,0,0,8,0,0.6,0.0
Bosnia and Herzegovina,232,41,4,1,5,223,1,71.0,1.0
Uzbekistan,88,13,1,1,5,82,8,3.0,0.03
Zimbabwe,5,2,1,0,0,4,0,0.3,0.07
Bangladesh,48,4,5,0,11,32,1,0.3,0.03
Philippines,803,96,54,9,31,718,1,7.0,0.5
Suriname,8,0,0,0,0,8,0,14.0,0.0
Pakistan,1331,130,9,0,23,1299,7,6.0,0.04
Portugal,4268,724,76,16,43,4149,71,419.0,7.0
Trinidad and Tobago,66,1,2,1,1,63,0,47.0,1.0
Ecuador,1595,192,36,2,3,1556,58,90.0,2.0
Romania,1292,263,25,2,115,1152,32,67.0,1.0
Benin,6,0,0,0,0,6,0,0.5,0.0
Monaco,42,9,0,0,1,41,0,1070.0,0.0
Qatar,562,13,0,0,43,519,6,195.0,0.0
Nicaragua,2,0,1,1,0,1,0,0.3,0.2
Egypt,495,0,24,0,102,369,0,5.0,0.2
El Salvador,13,0,0,0,0,13,0,2.0,0.0
Slovakia,269,43,0,0,2,267,1,49.0,0.0
North Macedonia,219,18,3,0,3,213,1,105.0,1.0
