Scenario analysis of non-pharmaceutical interventions on global COVID-19 transmissions,"Xiaohui Chen, Ziyi Qiu",https://arxiv.org/abs/2004.04529,https://arxiv.org/pdf/2004.04529,"Submitted 7 April, 2020; originally announced April 2020.",
Dynamic causal modelling of COVID-19,"Karl J. Friston, Thomas Parr, Peter Zeidman, Adeel Razi, Guillaume Flandin, Jean Daunizeau, Oliver J. Hulme, Alexander J. Billig, Vladimir Litvak, Rosalyn J. Moran, Cathy J. Price, Christian Lambert",https://arxiv.org/abs/2004.04463,https://arxiv.org/pdf/2004.04463,"Submitted 9 April, 2020; originally announced April 2020.","Technical report: 40 pages, 13 figures and 2 tables"
Is the epidemic spread related to GDP? Visualizing the distribution of COVID-19 in Chinese Mainland,"Yi Zhang, Hanwen Tian, Yinglong Zhang, Yiping Chen",https://arxiv.org/abs/2004.04387,https://arxiv.org/pdf/2004.04387,"Submitted 9 April, 2020; originally announced April 2020.","7 pages, 1 figure"
Large Arabic Twitter Dataset on COVID-19,"Sarah Alqurashi, Ahmad Alhindi, Eisa Alanazi",https://arxiv.org/abs/2004.04315,https://arxiv.org/pdf/2004.04315,"Submitted 8 April, 2020; originally announced April 2020.",
A comparative analysis for SARS-CoV-2,Goksel Misirli,https://arxiv.org/abs/2004.04281,https://arxiv.org/pdf/2004.04281,"Submitted 8 April, 2020; originally announced April 2020.",
Simple Formulas for a Two-Tier Strategy to Flatten the Curve,Michael Nikolaou,https://arxiv.org/abs/2004.04271,https://arxiv.org/pdf/2004.04271,"Submitted 8 April, 2020; originally announced April 2020.",6 pages 7 figures arXiv:2003.12055v1 [q-bio.PE] 26 Mar 2020
Measuring Emotions in the COVID-19 Real World Worry Dataset,"Bennett Kleinberg, Isabelle van der Vegt, Maximilian Mozes",https://arxiv.org/abs/2004.04225,https://arxiv.org/pdf/2004.04225,"Submitted 8 April, 2020; originally announced April 2020.",in open review for NLP-COVID-2020 at ACL2020
Centralized and decentralized isolation strategies and their impact on the COVID-19 pandemic dynamics,"Alexandru Topirceanu, Mihai Udrescu, Radu Marculescu",https://arxiv.org/abs/2004.04222,https://arxiv.org/pdf/2004.04222,"Submitted 8 April, 2020; originally announced April 2020.","17 pages, 12 figures"
Estimating the impact of preventive quarantine with reverse epidemiology,"Jacopo Grilli, Matteo Marsili, Guido Sanguinetti",https://arxiv.org/abs/2004.04153,https://arxiv.org/pdf/2004.04153,"Submitted 7 April, 2020; originally announced April 2020.","7 pages, 1 figure"
Google COVID-19 Community Mobility Reports: Anonymization Process Description (version 1.0),"Ahmet Aktay, Shailesh Bavadekar, Gwen Cossoul, John Davis, Damien Desfontaines, Alex Fabrikant, Evgeniy Gabrilovich, Krishna Gadepalli, Bryant Gipson, Miguel Guevara, Chaitanya Kamath, Mansi Kansal, Ali Lange, Chinmoy Mandayam, Andrew Oplinger, Christopher Pluntke, Thomas Roessler, Arran Schlosberg, Tomer Shekel, Swapnil Vispute, Mia Vu, Gregory Wellenius, Brian Williams, Royce J Wilson",https://arxiv.org/abs/2004.04145,https://arxiv.org/pdf/2004.04145,"Submitted 8 April, 2020; originally announced April 2020.",
Modeling strict age-targeted mitigation strategies for COVID-19,"Maria Chikina, Wesley Pegden",https://arxiv.org/abs/2004.04144,https://arxiv.org/pdf/2004.04144,"Submitted 8 April, 2020; originally announced April 2020.","16 pages, 16 figures, 1 table"
Wisdom of the crowds in forecasting COVID-19 spreading severity,"Jeremy Turiel, Tomaso Aste",https://arxiv.org/abs/2004.04125,https://arxiv.org/pdf/2004.04125,"Submitted 8 April, 2020; originally announced April 2020.","2 pages, 2 figures"
TraceSecure: Towards Privacy Preserving Contact Tracing,"James Bell, David Butler, Chris Hicks, Jon Crowcroft",https://arxiv.org/abs/2004.04059,https://arxiv.org/pdf/2004.04059,"Submitted 8 April, 2020; originally announced April 2020.",
"""Go eat a bat, Chang!"": An Early Look on the Emergence of Sinophobic Behavior on Web Communities in the Face of COVID-19","Leonard Schild, Chen Ling, Jeremy Blackburn, Gianluca Stringhini, Yang Zhang, Savvas Zannettou",https://arxiv.org/abs/2004.04046,https://arxiv.org/pdf/2004.04046,"Submitted 8 April, 2020; originally announced April 2020.",
Estimating the number of COVID-19 infections in Indian hot-spots using fatality data,"Sourendu Gupta, R. Shankar",https://arxiv.org/abs/2004.04025,https://arxiv.org/pdf/2004.04025,"Submitted 7 April, 2020; originally announced April 2020.",
"A machine learning methodology for real-time forecasting of the 2019-2020 COVID-19 outbreak using Internet searches, news alerts, and estimates from mechanistic models","Dianbo Liu, Leonardo Clemente, Canelle Poirier, Xiyu Ding, Matteo Chinazzi, Jessica T Davis, Alessandro Vespignani, Mauricio Santillana",https://arxiv.org/abs/2004.04019,https://arxiv.org/pdf/2004.04019,"Submitted 8 April, 2020; originally announced April 2020.",
"Assessing the risks of ""infodemics"" in response to COVID-19 epidemics","Riccardo Gallotti, Francesco Valle, Nicola Castaldo, Pierluigi Sacco, Manlio De Domenico",https://arxiv.org/abs/2004.03997,https://arxiv.org/pdf/2004.03997,"Submitted 8 April, 2020; originally announced April 2020.",The dataset analyzed in this paper can be interactively visualized and accessed at https://covid19obs.fbk.eu/
How to Best Predict the Daily Number of New Infections of Covid-19,"Bernd Skiera, Lukas Jürgensmeier, Kevin Stowe, Iryna Gurevych",https://arxiv.org/abs/2004.03937,https://arxiv.org/pdf/2004.03937,"Submitted 8 April, 2020; originally announced April 2020.","15 pages, 5 figures"
Epidemics with containment measures,"Ginestra Bianconi, Pavel L. Krapivsky",https://arxiv.org/abs/2004.03934,https://arxiv.org/pdf/2004.03934,"Submitted 8 April, 2020; originally announced April 2020.","(15 pages, 6 figures)"
Word frequency and sentiment analysis of twitter messages during Coronavirus pandemic,"Nikhil Kumar Rajput, Bhavya Ahuja Grover, Vipin Kumar Rathi",https://arxiv.org/abs/2004.03925,https://arxiv.org/pdf/2004.03925,"Submitted 8 April, 2020; originally announced April 2020.",
"The COVID-19 pandemic: growth patterns, power law scaling, and saturation",H. M. Singer,https://arxiv.org/abs/2004.03859,https://arxiv.org/pdf/2004.03859,"Submitted 8 April, 2020; originally announced April 2020.","10 pages, 13 figures, 3 tables"
Proposing a fungal metabolite-Flaviolin as a potential inhibitor of 3CLpro of novel coronavirus SARS-CoV2 using docking and molecular dynamics,"Priyashi Rao, Arpit Shukla, Paritosh Parmar, Dweipayan Goswami",https://arxiv.org/abs/2004.03806,https://arxiv.org/pdf/2004.03806,"Submitted 8 April, 2020; originally announced April 2020.",
Screening of Therapeutic Agents for COVID-19 using Machine Learning and Ensemble Docking Simulations,"Rohit Batra, Henry Chan, Ganesh Kamath, Rampi Ramprasad, Mathew J. Cherukara, Subramanian Sankaranarayanan",https://arxiv.org/abs/2004.03766,https://arxiv.org/pdf/2004.03766,"Submitted 7 April, 2020; originally announced April 2020.",
COVID_MTNet: COVID-19 Detection with Multi-Task Deep Learning Approaches,"Md Zahangir Alom, M M Shaifur Rahman, Mst Shamima Nasrin, Tarek M. Taha, Vijayan K. Asari",https://arxiv.org/abs/2004.03747,https://arxiv.org/pdf/2004.03747,"Submitted 7 April, 2020; originally announced April 2020.","11 pages, 15 figures"
Crisis-Critical Intellectual Property: Findings from the COVID-19 Pandemic,"Frank Tietze, Pratheeba Vimalnath, Leonidas Aristodemou, Jenny Molloy",https://arxiv.org/abs/2004.03715,https://arxiv.org/pdf/2004.03715,"Submitted 6 April, 2020; originally announced April 2020.","18 pages, 4 figures, 3 tables"
Coronavirus (COVID-19) Classification using Deep Features Fusion and Ranking Technique,"Umut Ozkaya, Saban Ozturk, Mucahid Barstugan",https://arxiv.org/abs/2004.03698,https://arxiv.org/pdf/2004.03698,"Submitted 7 April, 2020; originally announced April 2020.","13 pages, 6 figures"
A large-scale COVID-19 Twitter chatter dataset for open scientific research -- an international collaboration,"Juan M. Banda, Ramya Tekumalla, Guanyu Wang, Jingyuan Yu, Tuo Liu, Yuning Ding, Gerardo Chowell",https://arxiv.org/abs/2004.03688,https://arxiv.org/pdf/2004.03688,"Submitted 7 April, 2020; originally announced April 2020.","8 pages, 1 figure 2 tables"
A simulation of a COVID-19 epidemic based on a deterministic SEIR model,"José M. Carcione, Juan E. Santos, Claudio Bagaini, Jing Ba",https://arxiv.org/abs/2004.03575,https://arxiv.org/pdf/2004.03575,"Submitted 8 April, 2020; v1 submitted 7 April, 2020; originally announced April 2020.",
PACT: Privacy Sensitive Protocols and Mechanisms for Mobile Contact Tracing,"Justin Chan, Shyam Gollakota, Eric Horvitz, Joseph Jaeger, Sham Kakade, Tadayoshi Kohno, John Langford, Jonathan Larson, Sudheesh Singanamalla, Jacob Sunshine, Stefano Tessaro",https://arxiv.org/abs/2004.03544,https://arxiv.org/pdf/2004.03544,"Submitted 7 April, 2020; originally announced April 2020.","20 pages, 2 figures"
Assessing the Efficiency of Different Control Strategies for the Coronavirus (COVID-19) Epidemic,"César Castilho, João A. M. Gondim, Marcelo Marchesin, Mehran Sabeti",https://arxiv.org/abs/2004.03539,https://arxiv.org/pdf/2004.03539,"Submitted 7 April, 2020; originally announced April 2020.",
Divergent modes of online collective attention to the COVID-19 pandemic are associated with future caseload variance,"David Rushing Dewhurst, Thayer Alshaabi, Michael V. Arnold, Joshua R. Minot, Christopher M. Danforth, Peter Sheridan Dodds",https://arxiv.org/abs/2004.03516,https://arxiv.org/pdf/2004.03516,"Submitted 7 April, 2020; originally announced April 2020.","10 pages, 9 figures, code + data + figures will soon be available at http://compstorylab.org/covid19ngrams/"
A Mathematical Description of the Dynamics of Coronavirus Disease (COVID-10): A Case Study of Brazil,"Pedro V. Savi, Marcelo A. Savi, Beatriz Borges",https://arxiv.org/abs/2004.03495,https://arxiv.org/pdf/2004.03495,"Submitted 7 April, 2020; originally announced April 2020.","17 pages, 13 Figures"
Assessment of 21 Days Lockdown Effect in Some States and Overall India: A Predictive Mathematical Study on COVID-19 Outbreak,"Tridip Sardar, Sk Shahid Nadim, Joydev Chattopadhyay",https://arxiv.org/abs/2004.03487,https://arxiv.org/pdf/2004.03487,"Submitted 7 April, 2020; originally announced April 2020.","36 pages, 15 figures"
Harmony-Search and Otsu based System for Coronavirus Disease (COVID-19) Detection using Lung CT Scan Images,"V. Rajinikanth, Nilanjan Dey, Alex Noel Joseph Raj, Aboul Ella Hassanien, K. C. Santosh, N. Sri Madhava Raja",https://arxiv.org/abs/2004.03431,https://arxiv.org/pdf/2004.03431,"Submitted 6 April, 2020; originally announced April 2020.",13 pages
A Mini Test for The Visual Features of SARS-CoV-2 with Its Ground Truth Image,"Jiawei Zhang, Chen Li, Frank Kulwa",https://arxiv.org/abs/2004.03416,https://arxiv.org/pdf/2004.03416,"Submitted 7 April, 2020; originally announced April 2020.",
On the Inhibition of COVID-19 Protease by Indian Herbal Plants: An In Silico Investigation,"Ambrish Kumar Srivastava, Abhishek Kumar, Neeraj Misra",https://arxiv.org/abs/2004.03411,https://arxiv.org/pdf/2004.03411,"Submitted 5 April, 2020; originally announced April 2020.",
Deep Learning on Chest X-ray Images to Detect and Evaluate Pneumonia Cases at the Era of COVID-19,"Karim Hammoudi, Halim Benhabiles, Mahmoud Melkemi, Fadi Dornaika, Ignacio Arganda-Carreras, Dominique Collard, Arnaud Scherpereel",https://arxiv.org/abs/2004.03399,https://arxiv.org/pdf/2004.03399,"Submitted 5 April, 2020; originally announced April 2020.",6 pages
Discovering associations in COVID-19 related research papers,"Iztok Fister Jr., Karin Fister, Iztok Fister",https://arxiv.org/abs/2004.03397,https://arxiv.org/pdf/2004.03397,"Submitted 6 April, 2020; originally announced April 2020.",arXiv admin note: text overlap with arXiv:2003.00348
Covid-19 -- A simple statistical model for predicting ICU load in exponential phases of the disease,"Matthias Ritter, John-Dylan Haynes, Kerstin Ritter",https://arxiv.org/abs/2004.03384,https://arxiv.org/pdf/2004.03384,"Submitted 6 April, 2020; originally announced April 2020.",
On the problem of comparing Covid-19 fatality rates,Fabio Miletto Granozio,https://arxiv.org/abs/2004.03377,https://arxiv.org/pdf/2004.03377,"Submitted 6 April, 2020; originally announced April 2020.","three pages, one table, three figures"
State Space Advanced Fuzzy Cognitive Map approach for automatic and non Invasive diagnosis of Coronary Artery Disease,"Ioannis D. Apostolopoulos, Peter P. Groumpos, Dimitris I. Apostolopoulos",https://arxiv.org/abs/2004.03372,https://arxiv.org/pdf/2004.03372,"Submitted 3 April, 2020; originally announced April 2020.",14 pages
Variable pool testing for infection spread estimation,Itsik Bergel,https://arxiv.org/abs/2004.03322,https://arxiv.org/pdf/2004.03322,"Submitted 7 April, 2020; originally announced April 2020.",This work is relevant for COVID-19 testing
Visualising the Evolution of English Covid-19 Cases with Topological Data Analysis Ball Mapper,"Pawel Dlotko, Simon Rudkin",https://arxiv.org/abs/2004.03282,https://arxiv.org/pdf/2004.03282,"Submitted 7 April, 2020; originally announced April 2020.",
To mask or not to mask: Modeling the potential for face mask use by the general public to curtail the COVID-19 pandemic,"Steffen E. Eikenberry, Marina Mancuso, Enahoro Iboi, Tin Phan, Keenan Eikenberry, Yang Kuang, Eric Kostelich, Abba B. Gumel",https://arxiv.org/abs/2004.03251,https://arxiv.org/pdf/2004.03251,"Submitted 7 April, 2020; originally announced April 2020.","20 pages, 9 figures"
The Impact of Public Safety Measures on the Spread of COVID-19 in the United States Assessed By Causal Model-Based Projections of the Pandemic,"Keshav Amla, Tarun Amla",https://arxiv.org/abs/2004.03200,https://arxiv.org/pdf/2004.03200,"Submitted 7 April, 2020; originally announced April 2020.","6 pages, 7 figures"
Robust inference for nonlinear regression models from the Tsallis score: application to Covid-19 contagion in Italy,"Paolo Girardi, Luca Greco, Valentina Mameli, Monica Musio, Walter Racugno, Erlis Ruli, Laura Ventura",https://arxiv.org/abs/2004.03187,https://arxiv.org/pdf/2004.03187,"Submitted 9 April, 2020; v1 submitted 7 April, 2020; originally announced April 2020.","15 pages, 6 figures, submitted"
Prediction of COVID-19 Disease Progression in India : Under the Effect of National Lockdown,Sourish Das,https://arxiv.org/abs/2004.03147,https://arxiv.org/pdf/2004.03147,"Submitted 7 April, 2020; originally announced April 2020.",
Critical community size for COVID-19 -- a model based approach to provide a rationale behind the lockdown,"Sarmistha Das, Pramit Ghosh, Bandana Sen, Indranil Mukhopadhyay",https://arxiv.org/abs/2004.03126,https://arxiv.org/pdf/2004.03126,"Submitted 7 April, 2020; originally announced April 2020.","13 pages, 3 figures"
The geographic spread of COVID-19 correlates with structure of social networks as measured by Facebook,"Theresa Kuchler, Dominic Russel, Johannes Stroebel",https://arxiv.org/abs/2004.03055,https://arxiv.org/pdf/2004.03055,"Submitted 6 April, 2020; originally announced April 2020.","8 pages, 2 figures"
COVID-Xpert: An AI Powered Population Screening of COVID-19 Cases Using Chest Radiography Images,"Xin Li, Dongxiao Zhu",https://arxiv.org/abs/2004.03042,https://arxiv.org/pdf/2004.03042,"Submitted 6 April, 2020; originally announced April 2020.","COVID-19 Population Screening, CoVid-19, X-ray Chest Radiography, Computer-Aided Diagnosis, Deep Learning, Artificial Intelligence"
Protocol for an Observational Study on the Effects of Social Distancing on Influenza-Like Illness and COVID-19,"Bo Zhang, Ting Ye, Siyu Heng, Michael Z. Levy, Dylan S. Small",https://arxiv.org/abs/2004.02944,https://arxiv.org/pdf/2004.02944,"Submitted 6 April, 2020; originally announced April 2020.",
Projected Development of COVID-19 in Louisiana,"Ka-Ming Tam, Nicholas Walker, Juana Moreno",https://arxiv.org/abs/2004.02859,https://arxiv.org/pdf/2004.02859,"Submitted 6 April, 2020; originally announced April 2020.","6 pages, 5 figures"
Temporal rise in the proportion of younger adults and older adolescents among COVID-19 cases in Germany: evidence of lesser adherence to social distancing practices?,Edward Goldstein,https://arxiv.org/abs/2004.02817,https://arxiv.org/pdf/2004.02817,"Submitted 6 April, 2020; originally announced April 2020.",
A decision support system for optimizing the cost of social distancing in order to stop the spread of COVID-19,Alexandru Popa,https://arxiv.org/abs/2004.02807,https://arxiv.org/pdf/2004.02807,"Submitted 6 April, 2020; originally announced April 2020.","14 pages, 6 figures"
"Retweeting for COVID-19: Consensus building, information sharing, dissent, and lockdown life","Mike Thelwall, Saheeda Thelwall",https://arxiv.org/abs/2004.02793,https://arxiv.org/pdf/2004.02793,"Submitted 6 April, 2020; originally announced April 2020.",
COVID-19: Analytics Of Contagion On Inhomogeneous Random Social Networks,T. R. Hurd,https://arxiv.org/abs/2004.02779,https://arxiv.org/pdf/2004.02779,"Submitted 6 April, 2020; originally announced April 2020.","23 pages, 2 figures"
Neural Network aided quarantine control model estimation of global Covid-19 spread,"Raj Dandekar, George Barbastathis",https://arxiv.org/abs/2004.02752,https://arxiv.org/pdf/2004.02752,"Submitted 2 April, 2020; originally announced April 2020.","13 pages, 26 figures"
A Novel Methodology for Epidemic Risk Assessment: the case of COVID-19 outbreak in Italy,"A. Pluchino, G. Inturri, A. Rapisarda, A. E. Biondo, R. Le Moli, C. Zappala', N. Giuffrida, G. Russo, V. Latora",https://arxiv.org/abs/2004.02739,https://arxiv.org/pdf/2004.02739,"Submitted 6 April, 2020; originally announced April 2020.","38 pages, 25 figures"
"Review of Artificial Intelligence Techniques in Imaging Data Acquisition, Segmentation and Diagnosis for COVID-19","Feng Shi, Jun Wang, Jun Shi, Ziyan Wu, Qian Wang, Zhenyu Tang, Kelei He, Yinghuan Shi, Dinggang Shen",https://arxiv.org/abs/2004.02731,https://arxiv.org/pdf/2004.02731,"Submitted 7 April, 2020; v1 submitted 6 April, 2020; originally announced April 2020.",Added journal submission info
COVID-CAPS: A Capsule Network-based Framework for Identification of COVID-19 cases from X-ray Images,"Parnian Afshar, Shahin Heidarian, Farnoosh Naderkhani, Anastasia Oikonomou, Konstantinos N. Plataniotis, Arash Mohammadi",https://arxiv.org/abs/2004.02696,https://arxiv.org/pdf/2004.02696,"Submitted 6 April, 2020; originally announced April 2020.",
Noisy Pooled PCR for Virus Testing,"Junan Zhu, Kristina Rivera, Dror Baron",https://arxiv.org/abs/2004.02689,https://arxiv.org/pdf/2004.02689,"Submitted 6 April, 2020; originally announced April 2020.","5 pages, 3 figures; we welcome new collaborators to reach out and help improve this work!"
"Robustness analysis in an inter-cities mobility network: modeling municipal, state and federal initiatives as failures and attacks","Vander L. S. Freitas, Jeferson Feitosa, Catia S. N. Sepetauskas, Leonardo B. L. Santos",https://arxiv.org/abs/2004.02648,https://arxiv.org/pdf/2004.02648,"Submitted 8 April, 2020; v1 submitted 6 April, 2020; originally announced April 2020.","16 pages, 10 figures"
Coronavirus Detection and Analysis on Chest CT with Deep Learning,"Ophir Gozes, Maayan Frid-Adar, Nimrod Sagie, Huangqi Zhang, Wenbin Ji, Hayit Greenspan",https://arxiv.org/abs/2004.02640,https://arxiv.org/pdf/2004.02640,"Submitted 6 April, 2020; originally announced April 2020.",
Reaction Cycles of Halogen Species in the Immune Defense: Implications for Human Health and Diseases and the Pathology and Treatment of Covid19,Qing-Bin Lu,https://arxiv.org/abs/2004.02631,https://arxiv.org/pdf/2004.02631,"Submitted 8 April, 2020; v1 submitted 6 April, 2020; originally announced April 2020.","12 pages, 2 figures"
Estimating SARS-CoV-2-positive Americans using deaths-only data,"James E. Johndrow, Kristian Lum, Patrick Ball",https://arxiv.org/abs/2004.02605,https://arxiv.org/pdf/2004.02605,"Submitted 6 April, 2020; originally announced April 2020.",
SEIAR model with asymptomatic cohort and consequences to efficiency of quarantine government measures in COVID-19 epidemic,"Lenka Pribylova, Veronika Hajnova",https://arxiv.org/abs/2004.02601,https://arxiv.org/pdf/2004.02601,"Submitted 6 April, 2020; originally announced April 2020.","9 pages, 7 figures"
Pandemic Populism: Facebook Pages of Alternative News Media and the Corona Crisis -- A Computational Content Analysis,"Svenja Boberg, Thorsten Quandt, Tim Schatto-Eckrodt, Lena Frischlich",https://arxiv.org/abs/2004.02566,https://arxiv.org/pdf/2004.02566,"Submitted 9 April, 2020; v1 submitted 6 April, 2020; originally announced April 2020.","Muenster Online Research (MOR) Working Paper 1/2020, 4 figures, 4 tables, corrected typos and references"
Using generalized logistics regression to forecast population infected by Covid-19,Mario Villalobos-Arias,https://arxiv.org/abs/2004.02406,https://arxiv.org/pdf/2004.02406,"Submitted 6 April, 2020; originally announced April 2020.","forecast to covid-19 using generalized logistics regression 14 figures, 18 pages"
The impact of multilateral imported cases of COVID-19 on the epidemic control in China,"Jiwei Jia, Siyu Liu, Jing Ding, Guidong Liao, Lihua Zhang, Ran Zhang",https://arxiv.org/abs/2004.02398,https://arxiv.org/pdf/2004.02398,"Submitted 6 April, 2020; originally announced April 2020.",
The Twitter Social Mobility Index: Measuring Social Distancing Practices from Geolocated Tweets,"Paiheng Xu, Mark Dredze, David A. Broniatowski",https://arxiv.org/abs/2004.02397,https://arxiv.org/pdf/2004.02397,"Submitted 6 April, 2020; originally announced April 2020.",
Modelling death rates due to COVID-19: A Bayesian approach,"Cristian Bayes, Victor Sal y Rosas, Luis Valdivieso",https://arxiv.org/abs/2004.02386,https://arxiv.org/pdf/2004.02386,"Submitted 7 April, 2020; v1 submitted 5 April, 2020; originally announced April 2020.","12 pages, 4 Figures, and 2 tables"
Analysis of the COVID 19 outbreak timeline in New York State counties,Anca Radulescu,https://arxiv.org/abs/2004.02366,https://arxiv.org/pdf/2004.02366,"Submitted 5 April, 2020; originally announced April 2020.","8 pages, 7 figures, 4 tables"
Bayesian semiparametric time varying model for count data to study the spread of the COVID-19 cases,"Arkaprava Roy, Sayar Karmakar",https://arxiv.org/abs/2004.02281,https://arxiv.org/pdf/2004.02281,"Submitted 5 April, 2020; originally announced April 2020.",
The Framework for the Prediction of the Critical Turning Period for Outbreak of COVID-19 Spread in China based on the iSEIR Model,"George Xianzhi Yuan, Lan Di, Yudi Gu, Guoqi Qian, Xiaosong Qian",https://arxiv.org/abs/2004.02278,https://arxiv.org/pdf/2004.02278,"Submitted 5 April, 2020; originally announced April 2020.","24 paages, 9 figures, 10 tables"
"Analysis of the evolution of the Sars-Cov-2 in Italy, the role of the asymptomatics and the success of Logistic model","Gabriele Martelloni, Gianluca Martelloni",https://arxiv.org/abs/2004.02224,https://arxiv.org/pdf/2004.02224,"Submitted 5 April, 2020; originally announced April 2020.","16 pagine, 29 figures"
"Optimal, near-optimal, and robust epidemic control","Dylan H. Morris, Fernando W. Rossine, Joshua B. Plotkin, Simon A. Levin",https://arxiv.org/abs/2004.02209,https://arxiv.org/pdf/2004.02209,"Submitted 5 April, 2020; originally announced April 2020.","13 pages plus appendix, 3 figures"
How to reduce epidemic peaks keeping under control the time-span of the epidemic,Mariano Cadoni,https://arxiv.org/abs/2004.02189,https://arxiv.org/pdf/2004.02189,"Submitted 5 April, 2020; originally announced April 2020.","9 pages, no figures"
Comparing the binding interactions in the receptor binding domains of SARS-CoV-2 and SARS-CoV,"Muhamed Amin, Mariam K. Sorour, Amal Kasry",https://arxiv.org/abs/2004.02158,https://arxiv.org/pdf/2004.02158,"Submitted 5 April, 2020; originally announced April 2020.",
One-shot screening of potential peptide ligands on HR1 domain in COVID-19 glycosylated spike (S) protein with deep siamese network,Nicolò Savioli,https://arxiv.org/abs/2004.02136,https://arxiv.org/pdf/2004.02136,"Submitted 7 April, 2020; v1 submitted 5 April, 2020; originally announced April 2020.","11 pages, 5 figures"
Information Mining for COVID-19 Research From a Large Volume of Scientific Literature,"Sabber Ahamed, Manar Samad",https://arxiv.org/abs/2004.02085,https://arxiv.org/pdf/2004.02085,"Submitted 4 April, 2020; originally announced April 2020.",
Finding Covid-19 from Chest X-rays using Deep Learning on a Small Dataset,"Lawrence O. Hall, Rahul Paul, Dmitry B. Goldgof, Gregory M. Goldgof",https://arxiv.org/abs/2004.02060,https://arxiv.org/pdf/2004.02060,"Submitted 4 April, 2020; originally announced April 2020.",6 pages
Generic probabilistic modelling and non-homogeneity issues for the UK epidemic of COVID-19,"Anatoly Zhigljavsky, Roger Whitaker, Ivan Fesenko, Kobi Kremnizer, Jack Noonan, Paul Harper, Jonathan Gillard, Thomas Woolley, Daniel Gartner, Jasmine Grimsley, Edilson de Arruda, Val Fedorov, Tom Crick MBE",https://arxiv.org/abs/2004.01991,https://arxiv.org/pdf/2004.01991,"Submitted 9 April, 2020; v1 submitted 4 April, 2020; originally announced April 2020.",
COVID-19: Development of A Robust Mathematical Model and Simulation Package with Consideration for Ageing Population and Time Delay for Control Action and Resusceptibility,"Kok Yew Ng, Meei Mei Gui",https://arxiv.org/abs/2004.01974,https://arxiv.org/pdf/2004.01974,"Submitted 7 April, 2020; v1 submitted 4 April, 2020; originally announced April 2020.","13 pages, 5 figures"
Identifying Radiological Findings Related to COVID-19 from Medical Literature,"Yuxiao Liang, Pengtao Xie",https://arxiv.org/abs/2004.01862,https://arxiv.org/pdf/2004.01862,"Submitted 4 April, 2020; originally announced April 2020.",
